PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;610;3210;-2;1;0.0
0;2;0;0;610;691;-2;2;1.0
0;3;0;0;289;691;-1;3;2.0
0;4;289;0;321;691;35;3;2.0
0;5;0;691;610;767;-1;2;1.0
0;6;0;1458;610;1752;0;2;1.0
0;7;610;0;864;3210;-2;1;0.0
0;8;610;0;864;705;-1;2;7.0
0;9;610;705;864;1684;21;2;7.0
0;10;610;2389;864;821;-2;2;7.0
0;11;610;2389;843;821;28;3;10.0
0;12;1453;2389;21;821;-1;3;10.0
0;13;1474;0;298;3210;-2;1;0.0
0;14;1474;0;298;1929;1;2;13.0
0;15;1474;1929;298;1281;-1;2;13.0
0;16;1772;0;864;3210;-2;1;0.0
0;17;1772;0;864;1526;-1;2;16.0
0;18;1772;1526;864;1684;22;2;16.0
0;19;2636;0;798;3210;-2;1;0.0
0;20;2636;0;798;1929;2;2;19.0
0;21;2636;1929;798;1281;-1;2;19.0
0;22;3434;0;864;3210;-2;1;0.0
0;23;3434;0;864;1684;23;2;22.0
0;24;3434;1684;864;843;-2;2;22.0
0;25;3434;1684;40;843;-1;3;24.0
0;26;3474;1684;824;843;29;3;24.0
0;27;3434;2527;864;683;-1;2;22.0
0;28;4298;0;824;3210;-2;1;0.0
0;29;4298;0;824;1601;-1;2;28.0
0;30;4298;1601;824;1609;14;2;28.0
0;31;5122;0;114;3210;-1;1;0.0
0;32;5236;0;382;3210;-2;1;0.0
0;33;5236;0;382;1269;-1;2;32.0
0;34;5236;1269;382;1717;15;2;32.0
0;35;5236;2986;382;224;-1;2;32.0
0;36;5618;0;382;3210;-2;1;0.0
0;37;5618;0;382;1493;-1;2;36.0
0;38;5618;1493;382;1717;16;2;36.0
1;39;0;0;6000;3210;-2;0;
1;40;0;0;864;3210;-2;1;39.0
1;41;0;0;864;1684;24;2;40.0
1;42;0;1684;864;1526;-1;2;40.0
1;43;864;0;1259;3210;-2;1;39.0
1;44;864;0;1259;402;-2;2;43.0
1;45;864;0;416;402;-1;3;44.0
1;46;1280;0;843;402;36;3;44.0
1;47;864;402;1259;2128;3;2;43.0
1;48;864;2530;1259;402;-2;2;43.0
1;49;864;2530;1009;402;30;3;48.0
1;50;1873;2530;250;402;-1;3;48.0
1;51;864;2932;1259;278;-1;2;43.0
1;52;2123;0;947;3210;-2;1;39.0
1;53;2123;0;947;1197;-1;2;52.0
1;54;2123;1197;947;2013;17;2;52.0
1;55;3070;0;677;3210;-2;1;39.0
1;56;3070;0;677;1614;7;2;55.0
1;57;3070;1614;677;1596;-1;2;55.0
1;58;3747;0;1398;3210;-2;1;39.0
1;59;3747;0;1398;964;-1;2;58.0
1;60;3747;964;1398;2166;8;2;58.0
1;61;3747;3130;1398;80;-1;2;58.0
1;62;5145;0;31;3210;-1;1;39.0
1;63;5176;0;824;3210;-2;1;39.0
1;64;5176;0;824;1009;31;2;63.0
1;65;5176;1009;824;1259;-1;2;63.0
1;66;5176;2268;824;784;-2;2;63.0
1;67;5176;2268;296;784;-2;3;66.0
1;68;5176;2268;296;584;4;4;67.0
1;69;5176;2852;296;200;-1;4;67.0
1;70;5472;2268;528;784;-1;3;66.0
1;71;5176;3052;824;158;-1;2;63.0
2;72;0;0;6000;3210;-2;0;
2;73;0;0;947;3210;-1;1;72.0
2;74;947;0;1398;3210;-2;1;72.0
2;75;947;0;1398;130;-1;2;74.0
