PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;456;3210;-2;1;0.0
0;2;0;0;456;1397;-1;2;1.0
0;3;0;1397;456;469;49;2;1.0
0;4;0;1866;456;469;62;2;1.0
0;5;0;2335;456;406;-2;2;1.0
0;6;0;2335;419;406;45;3;5.0
0;7;419;2335;37;406;-1;3;5.0
0;8;0;2741;456;469;55;2;1.0
0;9;456;0;1573;3210;-2;1;0.0
0;10;456;0;1573;83;-1;2;9.0
0;11;456;83;1573;426;-2;2;9.0
0;12;456;83;746;426;41;3;11.0
0;13;1202;83;827;426;-1;3;11.0
0;14;456;509;1573;510;-2;2;9.0
0;15;456;509;1288;510;20;3;14.0
0;16;1744;509;285;510;-1;3;14.0
0;17;456;1019;1573;469;-2;2;9.0
0;18;456;1019;456;469;59;3;17.0
0;19;912;1019;1117;469;-1;3;17.0
0;20;456;1488;1573;428;-2;2;9.0
0;21;456;1488;440;428;43;3;20.0
0;22;896;1488;1133;428;-1;3;20.0
0;23;456;1916;1573;1294;18;2;9.0
0;24;2029;0;3296;3210;-2;1;0.0
0;25;2029;0;3296;1203;-2;2;24.0
0;26;2029;0;1989;1203;10;3;25.0
0;27;4018;0;1307;1203;-1;3;25.0
0;28;2029;1203;3296;1183;-2;2;24.0
0;29;2029;1203;1989;1183;11;3;28.0
0;30;4018;1203;668;1183;-2;3;28.0
0;31;4018;1203;668;668;36;4;30.0
0;32;4018;1871;668;515;-1;4;30.0
0;33;4686;1203;639;1183;-1;3;28.0
0;34;2029;2386;3296;802;28;2;24.0
0;35;2029;3188;3296;22;-1;2;24.0
0;36;5325;0;491;3210;-2;1;0.0
0;37;5325;0;491;3013;15;2;36.0
0;38;5325;3013;491;197;-1;2;36.0
0;39;5816;0;184;3210;-1;1;0.0
1;40;0;0;6000;3210;-2;0;
1;41;0;0;634;3210;-2;1;40.0
1;42;0;0;634;909;-2;2;41.0
1;43;0;0;423;909;66;3;42.0
1;44;423;0;211;909;-1;3;42.0
1;45;0;909;634;779;-1;2;41.0
1;46;0;1688;634;568;-2;2;41.0
1;47;0;1688;555;568;69;3;46.0
1;48;555;1688;79;568;-1;3;46.0
1;49;0;2256;634;469;-2;2;41.0
1;50;0;2256;456;469;61;3;49.0
1;51;456;2256;178;469;-1;3;49.0
1;52;0;2725;634;485;56;2;41.0
1;53;634;0;294;3210;-1;1;40.0
1;54;928;0;456;3210;-2;1;40.0
1;55;928;0;456;469;57;2;54.0
1;56;928;469;456;469;53;2;54.0
1;57;928;938;456;469;71;2;54.0
1;58;928;1407;456;469;65;2;54.0
1;59;928;1876;456;1334;-1;2;54.0
1;60;1384;0;26;3210;-1;1;40.0
1;61;1410;0;1294;3210;-2;1;40.0
1;62;1410;0;1294;150;-2;2;61.0
1;63;1410;0;855;150;5;3;62.0
1;64;2265;0;439;150;-1;3;62.0
1;65;1410;150;1294;332;-2;2;61.0
1;66;1410;150;345;332;47;3;65.0
1;67;1755;150;949;332;-1;3;65.0
1;68;1410;482;1294;663;-2;2;61.0
1;69;1410;482;1060;663;30;3;68.0
1;70;2470;482;234;663;-1;3;68.0
1;71;1410;1145;1294;492;-1;2;61.0
1;72;1410;1637;1294;1573;19;2;61.0
1;73;2704;0;3296;3210;-2;1;40.0
1;74;2704;0;3296;137;-2;2;73.0
1;75;2704;0;871;137;4;3;74.0
1;76;3575;0;2425;137;-1;3;74.0
1;77;2704;137;3296;153;-1;2;73.0
1;78;2704;290;3296;747;-2;2;73.0
1;79;2704;290;928;747;40;3;78.0
1;80;3632;290;2368;747;-1;3;78.0
