PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;49;3210;-1;1;0.0
0;2;49;0;1194;3210;-2;1;0.0
0;3;49;0;1194;616;-2;2;2.0
0;4;49;0;57;616;-1;3;3.0
0;5;106;0;1137;616;60;3;3.0
0;6;49;616;1194;283;-1;2;2.0
0;7;49;899;1194;462;180;2;2.0
0;8;49;1361;1194;1849;-2;2;2.0
0;9;49;1361;365;1849;300;3;8.0
0;10;414;1361;420;1849;-2;3;8.0
0;11;414;1361;420;1737;301;4;10.0
0;12;414;3098;420;112;-1;4;10.0
0;13;834;1361;409;1849;-1;3;8.0
0;14;1243;0;466;3210;-2;1;0.0
0;15;1243;0;466;907;-1;2;14.0
0;16;1243;907;466;1203;181;2;14.0
0;17;1243;2110;466;1100;-2;2;14.0
0;18;1243;2110;443;1100;30;3;17.0
0;19;1686;2110;23;1100;-1;3;17.0
0;20;1709;0;123;3210;-1;1;0.0
0;21;1832;0;712;3210;-2;1;0.0
0;22;1832;0;712;436;150;2;21.0
0;23;1832;436;712;42;-1;2;21.0
0;24;1832;478;712;1137;-2;2;21.0
0;25;1832;478;96;1137;-1;3;24.0
0;26;1928;478;616;1137;61;3;24.0
0;27;1832;1615;712;431;151;2;21.0
0;28;1832;2046;712;1164;-2;2;21.0
0;29;1832;2046;616;1164;0;3;28.0
0;30;2448;2046;96;1164;-1;3;28.0
0;31;2544;0;230;3210;-2;1;0.0
0;32;2544;0;230;1269;-1;2;31.0
0;33;2544;1269;230;1414;330;2;31.0
0;34;2544;2683;230;527;-1;2;31.0
0;35;2774;0;343;3210;-2;1;0.0
0;36;2774;0;343;1239;-2;2;35.0
0;37;2774;0;255;1239;270;3;36.0
0;38;3029;0;88;1239;-1;3;36.0
0;39;2774;1239;343;624;152;2;35.0
0;40;2774;1863;343;1239;-2;2;35.0
0;41;2774;1863;255;1239;271;3;40.0
0;42;3029;1863;88;1239;-1;3;40.0
0;43;2774;3102;343;108;-1;2;35.0
0;44;3117;0;842;3210;-2;1;0.0
0;45;3117;0;842;1066;240;2;44.0
0;46;3117;1066;842;380;-2;2;44.0
0;47;3117;1066;400;380;-1;3;46.0
0;48;3517;1066;442;380;331;3;46.0
0;49;3117;1446;842;171;-1;2;44.0
0;50;3117;1617;842;1593;-2;2;44.0
