PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;48;3210;-1;1;0.0
0;2;48;0;1707;3210;-2;1;0.0
0;3;48;0;1707;1681;32;2;2.0
0;4;48;1681;1707;469;-2;2;2.0
0;5;48;1681;456;469;51;3;4.0
0;6;504;1681;1251;469;-1;3;4.0
0;7;48;2150;1707;160;-1;2;2.0
0;8;48;2310;1707;555;-2;2;2.0
0;9;48;2310;568;555;70;3;8.0
0;10;616;2310;1139;555;-1;3;8.0
0;11;48;2865;1707;345;-2;2;2.0
0;12;48;2865;332;345;47;3;11.0
0;13;380;2865;1375;345;-1;3;11.0
0;14;1755;0;456;3210;-2;1;0.0
0;15;1755;0;456;469;50;2;14.0
0;16;1755;469;456;2741;-1;2;14.0
0;17;2211;0;3333;3210;-2;1;0.0
0;18;2211;0;3333;150;-2;2;17.0
0;19;2211;0;855;150;5;3;18.0
0;20;3066;0;2478;150;-1;3;18.0
0;21;2211;150;3333;627;38;2;17.0
0;22;2211;777;3333;802;-2;2;17.0
0;23;2211;777;3296;802;26;3;22.0
0;24;5507;777;37;802;-1;3;22.0
0;25;2211;1579;3333;428;-2;2;17.0
0;26;2211;1579;440;428;42;3;25.0
0;27;2651;1579;2893;428;-1;3;25.0
0;28;2211;2007;3333;1203;-2;2;17.0
0;29;2211;2007;747;1203;-2;3;28.0
0;30;2211;2007;747;928;40;4;29.0
0;31;2211;2935;747;275;-1;4;29.0
0;32;2958;2007;1989;1203;9;3;28.0
0;33;4947;2007;556;1203;-2;3;28.0
0;34;4947;2007;556;569;68;4;33.0
0;35;4947;2576;556;634;-1;4;33.0
0;36;5503;2007;41;1203;-1;3;28.0
0;37;5544;0;456;3210;-2;1;0.0
0;38;5544;0;456;200;-1;2;37.0
0;39;5544;200;456;419;-2;2;37.0
0;40;5544;200;406;419;44;3;39.0
0;41;5950;200;50;419;-1;3;39.0
0;42;5544;619;456;469;60;2;37.0
0;43;5544;1088;456;2122;-2;2;37.0
0;44;5544;1088;175;2122;1;3;43.0
0;45;5719;1088;281;2122;-1;3;43.0
1;46;0;0;6000;3210;-2;0;
1;47;0;0;1288;3210;-2;1;46.0
1;48;0;0;1288;974;-2;2;47.0
1;49;0;0;662;974;13;3;48.0
1;50;662;0;626;974;-1;3;48.0
1;51;0;974;1288;406;-2;2;47.0
1;52;0;974;419;406;45;3;51.0
1;53;419;974;869;406;-1;3;51.0
1;54;0;1380;1288;1320;-1;2;47.0
1;55;0;2700;1288;510;20;2;47.0
1;56;1288;0;47;3210;-1;1;46.0
1;57;1335;0;1294;3210;-2;1;46.0
1;58;1335;0;1294;456;-2;2;57.0
1;59;1335;0;469;456;55;3;58.0
1;60;1804;0;825;456;-1;3;58.0
1;61;1335;456;1294;286;-1;2;57.0
1;62;1335;742;1294;426;-2;2;57.0
1;63;1335;742;746;426;41;3;62.0
1;64;2081;742;548;426;-1;3;62.0
1;65;1335;1168;1294;469;-2;2;57.0
1;66;1335;1168;456;469;63;3;65.0
1;67;1791;1168;838;469;-1;3;65.0
1;68;1335;1637;1294;1573;19;2;57.0
1;69;2629;0;3371;3210;-2;1;46.0
1;70;2629;0;3371;810;23;2;69.0
1;71;2629;810;3371;803;-2;2;69.0
1;72;2629;810;3306;803;24;3;71.0
1;73;5935;810;65;803;-1;3;71.0
1;74;2629;1613;3371;810;22;2;69.0
1;75;2629;2423;3371;364;-1;2;69.0
1;76;2629;2787;3371;423;-2;2;69.0
1;77;2629;2787;909;423;66;3;76.0
1;78;3538;2787;2462;423;-1;3;76.0
2;79;0;0;6000;3210;-2;0;
2;80;0;0;2010;3210;-2;1;79.0
2;81;0;0;2010;328;-1;2;80.0
2;82;0;328;2010;646;-2;2;80.0
2;83;0;328;1396;646;34;3;82.0
2;84;1396;328;20;646;-1;3;82.0
2;85;1416;328;569;646;-2;3;82.0
2;86;1416;328;569;556;67;4;85.0
2;87;1416;884;569;90;-1;4;85.0
2;88;1985;328;25;646;-1;3;82.0
2;89;0;974;2010;2236;33;2;80.0
2;90;2010;0;3296;3210;-2;1;79.0
2;91;2010;0;3296;750;-2;2;90.0
2;92;2010;0;2144;750;14;3;91.0
2;93;4154;0;1152;750;-1;3;91.0
2;94;2010;750;3296;228;-2;2;90.0
2;95;2010;750;1396;228;35;3;94.0
2;96;3406;750;1900;228;-1;3;94.0
2;97;2010;978;3296;1330;-2;2;90.0
2;98;2010;978;345;1330;-2;3;97.0
2;99;2010;978;345;332;46;4;98.0
2;100;2010;1310;345;998;-1;4;98.0
2;101;2355;978;2055;1330;37;3;97.0
2;102;4410;978;896;1330;-1;3;97.0
2;103;2010;2308;3296;802;28;2;90.0
2;104;2010;3110;3296;100;-1;2;90.0
2;105;5306;0;137;3210;-2;1;79.0
2;106;5306;0;137;871;4;2;105.0
2;107;5306;871;137;2339;-1;2;105.0
2;108;5443;0;469;3210;-2;1;79.0
2;109;5443;0;469;456;71;2;108.0
2;110;5443;456;469;428;-2;2;108.0
2;111;5443;456;440;428;43;3;110.0
2;112;5883;456;29;428;-1;3;110.0
2;113;5443;884;469;1870;-1;2;108.0
2;114;5443;2754;469;456;53;2;108.0
2;115;5912;0;88;3210;-1;1;79.0
3;116;0;0;6000;3210;-2;0;
3;117;0;0;181;3210;-1;1;116.0
3;118;181;0;1989;3210;-2;1;116.0
3;119;181;0;1989;1077;6;2;118.0
3;120;181;1077;1989;1989;-2;2;118.0
3;121;181;1077;143;1989;-1;3;120.0
3;122;324;1077;663;1989;-2;3;120.0
3;123;324;1077;663;1060;30;4;122.0
3;124;324;2137;663;929;-1;4;122.0
3;125;987;1077;1183;1989;8;3;120.0
3;126;181;3066;1989;144;-1;2;118.0
3;127;2170;0;469;3210;-2;1;116.0
3;128;2170;0;469;456;54;2;127.0
3;129;2170;456;469;2008;-1;2;127.0
3;130;2170;2464;469;746;-2;2;127.0
3;131;2170;2464;426;746;39;3;130.0
3;132;2596;2464;43;746;-1;3;130.0
3;133;2639;0;3361;3210;-2;1;116.0
3;134;2639;0;3361;138;-2;2;133.0
3;135;2639;0;1997;138;2;3;134.0
3;136;4636;0;1364;138;-1;3;134.0
3;137;2639;138;3361;807;25;2;133.0
3;138;2639;945;3361;276;-1;2;133.0
3;139;2639;1221;3361;1989;-2;2;133.0
3;140;2639;1221;202;1989;-1;3;139.0
3;141;2841;1221;1076;1989;7;3;139.0
3;142;3917;1221;2083;1989;-2;3;139.0
3;143;3917;1221;2083;1752;31;4;142.0
3;144;3917;2973;2083;237;-1;4;142.0
4;145;0;0;6000;3210;-2;0;
4;146;0;0;3296;3210;-2;1;145.0
4;147;0;0;3296;1183;-2;2;146.0
4;148;0;0;639;1183;-1;3;147.0
4;149;639;0;1989;1183;11;3;147.0
4;150;2628;0;668;1183;-2;3;147.0
4;151;2628;0;668;668;36;4;150.0
4;152;2628;668;668;515;-1;4;150.0
4;153;0;1183;3296;314;-1;2;146.0
4;154;0;1497;3296;510;-2;2;146.0
4;155;0;1497;1288;510;21;3;154.0
4;156;1288;1497;2008;510;-1;3;154.0
4;157;0;2007;3296;1203;-2;2;146.0
4;158;0;2007;555;1203;-2;3;157.0
4;159;0;2007;555;568;69;4;158.0
4;160;0;2575;555;635;-1;4;158.0
4;161;555;2007;752;1203;-1;3;157.0
4;162;1307;2007;1989;1203;10;3;157.0
4;163;3296;0;1365;3210;-2;1;145.0
4;164;3296;0;1365;2153;29;2;163.0
