PLATE_ID;NODE_ID;X;Y;WIDTH;HEIGHT;TYPE;CUT;PARENT
0;0;0;0;6000;3210;-2;0;
0;1;0;0;456;3210;-2;1;0.0
0;2;0;0;456;469;57;2;1.0
0;3;0;469;456;469;48;2;1.0
0;4;0;938;456;469;59;2;1.0
0;5;0;1407;456;469;71;2;1.0
0;6;0;1876;456;469;54;2;1.0
0;7;0;2345;456;469;50;2;1.0
0;8;0;2814;456;332;-2;2;1.0
0;9;0;2814;345;332;46;3;8.0
0;10;345;2814;111;332;-1;3;8.0
0;11;0;3146;456;64;-1;2;1.0
0;12;456;0;1573;3210;-2;1;0.0
0;13;456;0;1573;20;-1;2;12.0
0;14;456;20;1573;228;-2;2;12.0
0;15;456;20;1396;228;35;3;14.0
0;16;1852;20;177;228;-1;3;14.0
0;17;456;248;1573;168;-2;2;12.0
0;18;456;248;1322;168;0;3;17.0
0;19;1778;248;251;168;-1;3;17.0
0;20;456;416;1573;747;-2;2;12.0
0;21;456;416;928;747;40;3;20.0
0;22;1384;416;645;747;-1;3;20.0
0;23;456;1163;1573;541;-1;2;12.0
0;24;456;1704;1573;212;-1;2;12.0
0;25;456;1916;1573;1294;18;2;12.0
0;26;2029;0;3296;3210;-2;1;0.0
0;27;2029;0;3296;22;-1;2;26.0
0;28;2029;22;3296;1183;-2;2;26.0
0;29;2029;22;1989;1183;11;3;28.0
0;30;4018;22;668;1183;-2;3;28.0
0;31;4018;22;668;668;36;4;30.0
0;32;4018;690;668;515;-1;4;30.0
0;33;4686;22;639;1183;-1;3;28.0
0;34;2029;1205;3296;1203;-2;2;26.0
0;35;2029;1205;1989;1203;10;3;34.0
0;36;4018;1205;1307;1203;-1;3;34.0
0;37;2029;2408;3296;802;28;2;26.0
0;38;5325;0;491;3210;-2;1;0.0
0;39;5325;0;491;3013;15;2;38.0
0;40;5325;3013;491;197;-1;2;38.0
0;41;5816;0;184;3210;-1;1;0.0
1;42;0;0;6000;3210;-2;0;
1;43;0;0;1044;3210;-2;1;42.0
1;44;0;0;1044;1457;-2;2;43.0
1;45;0;0;570;1457;17;3;44.0
1;46;570;0;474;1457;-1;3;44.0
1;47;0;1457;1044;568;-2;2;43.0
1;48;0;1457;974;568;-1;3;47.0
1;49;974;1457;70;568;-1;3;47.0
1;50;0;2025;1044;428;-2;2;43.0
1;51;0;2025;440;428;42;3;50.0
1;52;440;2025;604;428;-1;3;50.0
1;53;0;2453;1044;469;-2;2;43.0
1;54;0;2453;456;469;55;3;53.0
1;55;456;2453;588;469;-1;3;53.0
1;56;0;2922;1044;288;-1;2;43.0
1;57;1044;0;244;3210;-1;1;42.0
1;58;1288;0;1294;3210;-2;1;42.0
1;59;1288;0;1294;172;-1;2;58.0
1;60;1288;172;1294;1573;19;2;58.0
1;61;1288;1745;1294;469;-2;2;58.0
1;62;1288;1745;456;469;52;3;61.0
1;63;1744;1745;838;469;-1;3;61.0
1;64;1288;2214;1294;440;-2;2;58.0
1;65;1288;2214;428;440;43;3;64.0
1;66;1716;2214;866;440;-1;3;64.0
1;67;1288;2654;1294;556;-2;2;58.0
1;68;1288;2654;456;556;-2;3;67.0
1;69;1288;2654;456;469;62;4;68.0
1;70;1288;3123;456;87;-1;4;68.0
1;71;1744;2654;469;556;-2;3;67.0
1;72;1744;2654;469;456;58;4;71.0
1;73;1744;3110;469;100;-1;4;71.0
1;74;2213;2654;369;556;-1;3;67.0
1;75;2582;0;3296;3210;-2;1;42.0
1;76;2582;0;3296;510;-2;2;75.0
1;77;2582;0;1288;510;21;3;76.0
1;78;3870;0;2008;510;-1;3;76.0
1;79;2582;510;3296;456;-2;2;75.0
